sample_id,Flat_1024_summary,Flat_Overlap_summary,document,reference,TreeSum_summary
100,"– ""We finally, you know, find our daughters, and we're able to put the dirt bag away for the rest of his life so he can never hurt anybody ever again."" Those are the words of Kara Koptesky's mother to the Kansas City Star after a mushroom hunter in Cass County, Mo., on Monday found the remains of two young women in a field. Police haven't said whether the remains are those of 21-year-old Jessica Runions, who was last seen in Kansas City in September 2016, or Kopetsky, 17, who disappeared in May 2007. ""My feeling is Kara is gone, but of course there is always that doubt in the back of your mind when you don't know 100%,"" Kopetsky's mom tells Fox4. ""You always hold onto that hope that's what you go on. But we need a resolution to this and we need to find out what happened to our girls. Good or bad, we just want them home. We're still just waiting."" Both women were friends with Kylr Yust, who has been charged with ""knowingly burning"" Runions' car and has never been charged in the disappearances. Yust was also involved with Kopetsky; he and Kopetsky had a restraining order against him shortly before she disappeared.","– Police searching a remote area of Missouri for the remains of two women who've been missing for years say they've found a second skull, the Kansas City Star reports. The Cass County Sheriff's Office says the skull was found Monday by a mushroom hunter in the same area where remains of 17-year-old Kara Kopetsky were found last year. ""Based on the remains recovered at this time, based on the age, sex, race have not been determined,"" the sheriff's office said in a statement. ""Further examination is currently in progress."" Authorities haven't yet been able to confirm the identities of the victims. Runions was last seen in September 2016, Kopetsky in May 2007. Kopetsky's mother, Rhonda Beckford, tells KMBC, ""We're another day closer to getting answers, and you know, every hour, every day, every minute, we just hope and pray that those answers come in and we finally ... find our daughters, and we're able to put the dirt bag away for the rest of his life so he can never hurt anybody ever again."" Kopetsky and Runions were friends with Kylr Yust, who has been charged with ""knowingly burning"" Runions' car and has never been charged in the disappearances. Yust was also involved with Kopetsky, but she and her mother filed a restraining order against him shortly before she disappeared.","Please enable Javascript to watch this video 
 
 CASS COUNTY, Mo. -- The FBI has been called in to assist in the delicate search of a remote area in Cass County, where human bones were found Monday evening by a mushroom hunter, and now remains of a second person have been found nearby in the area on Tuesday. 
 
 Authorities with Cass County now say they have found a second human skull in the wooded area near E. 233rd and State Route Y, south of Belton, where they found the first human skull on M...","– The families of two missing women have been notified after the discovery of a pair of skulls this week outside Kansas City, the Kansas City Star reports. Kara Kopetsky was last seen in 2007; Jessica Runions disappeared last September. Neither woman's body has ever been found. The first skull was discovered by a mushroom hunter Monday in a wooded area of Cass County. According to WDAF, authorities found the second skull Tuesday while searching the area. A number of other bones have also been found. While the families of Kopetsky and Runions were notified, neither of the skulls has been identified yet, KMBC reports. It's unclear how long it could take to get an identification. The families of the missing women are hopeful the remains will soon provide some answers. ""Even if it’s not Kara, it’s someone’s loved one and someone has answers,” Kopetsky's mother tells the Star. “Good or bad, someone has answers.” Runions' family has been searching regularly since her disappearance. Searchers found two bodies in January, neither of them belonging to the missing women. Runions, 21, was last seen leaving a party with 28-year-old Kylr Yust, a friend of her boyfriend, in September. Yust has been charged with burning her car after it was later found. Yust had dated Kopetsky prior to her disappearance at the age of 17 a decade ago. Shortly before she went missing, Kopetsky filed a restraining order against him.","– ""We're another day closer to getting answers,"" says the mother of a 17-year-old Missouri girl who vanished in 2007. ""Every hour, every day, every minute, we just hope and pray that those answers come in and we finally, you know, find our daughters, and we're able to put the dirt bag away for the rest of his life so he can never hurt anybody ever again."" Fox News reports authorities may have found the remains of Kara Koptesky, who was last seen leaving a party with her boyfriend, Kylr Yust, in May 2014. Yust has been charged with ""knowingly burning"" Runions' SUV, but no charges have been filed in the disappearances. On Monday, a mushroom hunter found a human skull in a field just north of a Walmart parking lot in Belton, Mo., reports the Kansas City Star. Police haven't said how or when the women were killed, but they suspect foul play. Runions was last spotted getting into a car with Kopetsky at a gas station in May of that year. She was reported missing two months later when her boyfriend didn't pick her up from school. ""I don't think I could get through this without them and my family and friends,"" says Runion's mother. ""It's the hardest thing anybody would have to go through."""
4702,"– If you've got a good view of the night sky Tuesday night, you'll be in for a treat. USA Today reports that the ""occultation"" of Aldebaran, one of the brightest stars in the sky, will be visible to most of the eastern and southern US. A lunar occultation is when the moon passes in front of a star, and Space.com explains that it's either ""total"" or ""grazing."" In the case of a total occultation, the star will disappear behind the moon before reappearing an hour or so later. Agrazing occultation happens when the star ""slides right along the edge of the moon,"" according to Sky and Telescope. ""Most of the events will be gradual rather than instantaneous, as hills and valleys on the moon's northern limb slide across the face of the giant star,"" the magazine says. Viewers in parts of Mexico, Central America, southeastern Canada, the eastern US, and southern Europe will be able to see the event Wednesday night. The series of occultations, which began in January 2015, will end in 2018.","– Stargazers are in for a treat this weekend: The star Aldebaran, also known as the ""occultation star,"" will appear to graze the moon's limb on Saturday night and disappear in the wee hours of Sunday morning, Space.com reports. The International Occultation Association has predicted that viewers in the eastern US and western Canada will be able to see the star as it hovers over the bright side of the moon between 1am and 2am local time. Once it's gone, it will reappear up to 75 minutes later, depending on where you are in the US. The series of occultations, which began in January 2015, will end in 2018.","Get ready for a lunar occultation Tuesday night. (Photo: GEORGI LICOVSKI, EPA) 
 
 The moon and one of the brightest stars in the sky will play hide-and-seek Tuesday night. 
 
 So grab your telescope or binoculars and get ready for a moon ""occultation,"" which sounds like something perfect for a spooky pre-Halloween night. 
 
 Not as well known as an eclipse or a meteor shower, a lunar occultation occurs when the moon passes in front of a star. Tuesday night, the moon will occult Aldebaran, which...","– Sky watchers will get a bit of a show Tuesday night: People across the Eastern US and much of the Southwest will be able to see the moon move in front of Aldebaran, one of the brightest stars in the night sky, a phenomenon known as a lunar occultation, reports USA Today. Most in the viewing zone will see a ""total occultation,"" in which the star disappears behind the moon. But the real treat comes for residents in certain areas of LA and Denver, who will be able to witness a ""grazing occultation,"" where the star moves along the very periphery of the moon. Those with high-powered telescopes (or perhaps a nice pair of binoculars) should be able to see the star move in and out of view as mountain ranges and craters on the moon rise and fall. In the West, Aldebaran will disappear shortly after 10pm PDT, per Space.com. In the Eastern US, it will happen between 1am and 2am EDT. Astronomy site Sky and Telescope has the nitty-gritty on when and where to look.","– The next big show in the sky will be a lunar occultation, in which the moon passes in front of a star, USA Today reports. Viewers in parts of Mexico, Central America, southeastern Canada, the eastern US, and southern Europe will be able to see the event, which the International Occultation Timing Association calls a ""total"" or ""grazing"" occultation. Sky and Telescope says you'll likely see the star ""disappear and reappear several times in the darkness just barely off the moon's dazzlingly sunlit north polar region."" It adds that ""most of the events will be gradual rather than instantaneous, as hills and valleys on the Moon's northern limb slide across the face of the giant star."" The next Aldebaran occultation will take place early Wednesday."
2329,"– Scientists say Friday's devastating tsunami in Indonesia was caused by a ""strike-slip fault""—a type of fault that occurs when the earth's surface moves in a ""heterogeneous"" way, the New York Times reports. In this case, the earth moved in such a way that it caused the tsunami. ""We won't know what caused it until that's done,"" says Robert Patton, a seismologist at the University of California, Berkeley. He notes that the quake may have caused an undersea landslide that displaced water and created the tsunami waves. The AP reports that Indonesia was supposed to be one of the first countries to get a tsunami-warning system in place, but funding issues stalled the project. A prototype developed with $3 million from the US National Science Foundation has been stalled in the testing phase for years. It is too late for central Sulawesi, where walls of water up to 20 feet high and a magnitude 7.5 earthquake killed at least 832 people in Palu and Donggala, tragically highlighting the weaknesses of the existing warning system and low public awareness about how to respond to warnings. ""To me this is a tragedy for science, even more so a Tragedy for the Indonesian people as the residents of Sulawesi are discovering right now,"" says Louise Comfort, a University of Pittsburgh expert in disaster management.","– The earthquake that struck the Indonesian city of Palu on Friday may have been caused by an unusual type of fault, experts say. The Guardian reports that the magnitude 7.5 quake was caused by a ""strike-slip fault,"" in which the earth movement is largely horizontal. That kind of movement would not ordinarily create a tsunami, but under certain circumstances it can. ""We won't know what caused it until that's done,"" says James Patton, a seismologist with the British Geological Survey. He says the quake may have caused an undersea landslide that pushed seawater in front of the earthquake's rupture zone, which was about 70 miles long. Another possibility is that the tsunami was created indirectly by the movement of the seafloor. ""The fact that people were still milling around Palu's shoreline when waves were visibly approaching shows the lessons of earlier disasters haven't been absorbed,"" a psychologist tells the AP. ""This points to the failing to do appropriate training and to develop trust so that people know exactly what to do when an alert is issued,"" he says. ""In our project in Bandung, we're finding a similar unwillingness to prepare for something that seems unlikely."" A high-tech early warning system that was supposed to replace an existing system set up after an earthquake and tsunami killed nearly 250,000 people in the region in 2004 has been stalled in the testing phase for years, the AP reports. It is too late for central Sulawesi, where walls of water up to 20 feet high and a magnitude 7.5 earthquake struck Friday.","In this Sunday, Sept. 30, 2018, file photo, a damaged shopping mall sits in flood water following earthquakes and a tsunami in Palu, Central Sulawesi, Indonesia. (AP Photo/Tatan Syuflana, File) (Associated Press) 
 
 MAKASSAR, Indonesia (AP) — An early warning system that might have prevented some deaths in the tsunami that hit an Indonesian island on Friday has been stalled in the testing phase for years. 
 
 The high-tech system of seafloor sensors, data-laden sound waves and fiber-optic cable...","– The tsunami that killed hundreds, possibly thousands of people after an earthquake in Indonesia on Friday was much bigger and more devastating than would normally be expected after that kind of quake, scientists say. ""We expected it might cause a tsunami, just not one that big,"" geophysicist Jason Patton tells the New York Times. Tsunamis like the 18-foot monster wave that wrecked cities on Sulawesi island are usually caused by ""megathrust"" earthquakes that move land vertically, not ""strike-slip"" quakes like the 7.5-magnitude one Friday, which moved the earth horizontally, Patton says. The Sulawesi event was, however, localized, unlike the 2004 Indian Ocean tsunami. It may have been the case, Patton says, that massive undersea landslides created the tsunami, or that the narrow bay that Palu sits at the end of concentrated the wave's power. Indonesian authorities have been strongly criticized for apparently canceling the tsunami alert too early, though expert Adam Switzer at the Earth Observatory of Singapore tells the AP that this is unfair. ""What it shows is that the tsunami models we have now are too simplistic,"" he says. ""They don't take into account multiple events, multiple quakes within a short period of time. They don't take into account submarine landslides."" The official death toll now stands at 844, though authorities, who have been preparing mass graves, have been unable to access some hard-hit areas, the Guardian reports.","– Scientists are trying to figure out what caused Indonesia's second-largest city, Palu, to be pummeled by a tsunami Friday, and they're not sure what caused it at all. ""We won't know what caused [it] until that's done,"" a University of California-Santa Barbara seismologist tells the New York Times. One possibility is that the tsunami was caused by an undersea landslide. Such a landslide would have displaced water and created waves, and the earthquake may have caused the rupture zone of the fault to move through an area where the seafloor rises or drops off, pushing seawater in front of it. Other possibilities are that the quake itself caused the tsunami, or that it was triggered by an earthquake-induced rupture on a strike-slip fault, reports the BBC. The death toll in Palu—which is located on the island of Java—now stands at more than 3,300, with more than 61,000 people injured, per the AP. In the wake of the 2004 earthquake and tsunami that killed more than a quarter-million people in Indonesia, the country promised to have a tsunami-detection system up and running by the end of this year. But the system has been ""simply put on hold"" since September, when the country's finance ministry, its geophysics agency, and a private company failed to come to an agreement on who should bear the brunt of the system's data. The project's final undersea point, off the coast of Padang, is just a few kilometers away."
3845,"– When Oklahoma mom Coty Vincent needed a car after hers was damaged in a hit-and-run, an Enterprise Rent-A-Car employee in Tulsa stepped up to the plate. John Goodlett picked up one of Vincent's twin sons while he helped her rent a car, CNN reports. A photo of the moment, which Vincent posted to Facebook last week, has since gone viral, racking up more than 50,000 shares as of this writing. ""It's up to us to turn this around,"" Vincent says. ""So many have forgotten we are humans and we do kind things and we does treat with each other with respect, and smile and hold doors open and do these little things.""","– When Oklahoma mom Coty Vincent needed a car after hers was damaged in a hit-and-run, an Enterprise Rent-A-Car employee in Tulsa stepped up to the plate. John Goodlett picked up one of Vincent's 2-year-old twins to help her rent a car, CNN reports. A photo of Goodlett holding one of the boys went viral after Vincent posted it to Facebook last week. ""John knows a thing or two about twins,"" Vincent wrote in her post, which has been shared nearly 30,000 times. ""This is a simple act of kindness that has touched so many hearts."" Now, Goodlett has been rewarded with a gift card to his favorite charity, the Boys and Girls Club, as well as new sports equipment and scholarship money, the Tulsa World reports. He has also ordered Vincent a double stroller. ""There are a lot of great Americans in this country and that's what we really need to see, because people are getting depressed and hearts are getting so heavy from everything going on right now,"" Vincent says. ""It's up to us to turn this around.""",,,
3921,"– Newt Gingrich may have lost the Iowa caucuses, but he still supports the Citizens United decision, he said yesterday. ""No, I’m not the victim of that,"" he told MSNBC, according to the Christian Science Monitor. ""I’m the victims of one particular person, Mitt Romney, whose staff went out and decided to run a deliberately negative and dishonest campaign."" Romney ""refused to call them off and refusing to be honest about it,"" said Gingrich. ""Every cycle there is a new super PAC coming out, new attack groups coming out. This particular approach, I think, has nothing to do with Citizens United case, it has to be with a bunch of millionaires getting together to run an negative campaign and Gov. Romney refusing to call THEM off."" Gingrich's flip-flopping shows the difficulty of opposing free speech while backing a court decision that curtails it, notes David Weigel at Slate. ""Conservatives who philosophically oppose campaign rules as restrictions on free speech show no signs of buyers' remorse,"" he writes.","– Newt Gingrich may have lost the Iowa caucuses, but he says he's not the victim of Citizens United. ""I’m the victims of one particular person, Mitt Romney, whose staff went out and decided to run a deliberately negative and dishonest campaign,"" Gingrich told MSNBC, according to the Christian Science Monitor. Romney ""refused to call them off and refusing to be honest about it,"" said Gingrich. ""Every cycle there is a new super PAC coming out, new attack groups coming out. This particular approach, I think, has nothing to do with Citizens United case, it has to be with a bunch of millionaires getting together to run an negative campaign and Gov. Romney refusing to call THEM off."" Gingrich still supports the Citizens United decision, he said yesterday. ""No, I’m not thevictim of that,"" he told MSNBC. Click for more.",,,
3608,"– Cops investigating a Massachusetts "" pyramid scheme"" say they found $20 million hidden inside a box spring in a Westborough apartment. Cleber Rene Rizerio Rocha, 28, has been charged with conspiring to commit money laundering and is being held pending a detention hearing next week, the AP reports. Rocha is accused of being one of the masterminds behind TelexFree, a Massachusetts-based company that allegedly sold telephone service and made most of its revenue from people buying into the company with a promise of payouts for posting online ads for it. Authorities say almost 1 million people worldwide were swindled out of nearly $1.8 billion. TeleXFree filed for bankruptcy in 2014, its assets frozen, and its two principals were indicted on federal charges of wire fraud and conspiracy.","– Cops investigating a Massachusetts "" pyramid scheme"" say they found $20 million hidden inside a box spring in a Westborough apartment. Cleber Rene Rizerio Rocha, 28, has been charged with conspiring to commit money laundering and is being held pending a detention hearing next week, the AP reports. Rocha is accused of being one of the masterminds behind TelexFree, a Massachusetts-based company that allegedly sold telephone service and made most of its revenue from people buying into the company with a promise of payouts for posting online ads for it. Authorities say almost 1 million people worldwide were swindled out of nearly $1.8 billion. TeleXFree filed for bankruptcy in 2014, its assets frozen, and its two principals were indicted on federal charges of wire fraud and conspiracy.","WESTBOROUGH, Mass. (AP) — About $20 million in cash that was hidden inside a box spring in a Massachusetts apartment has been seized as part of a wide-ranging investigation into an internet telecom company that was actually a massive international pyramid scheme, federal prosecutors said. 
 
 The cash was found Wednesday inside a Westborough apartment by investigators who had tailed a Brazilian man from New York. That man, Cleber Rene Rizerio Rocha, 28, was charged with conspiring to commit mone...","– You'd think that much cold, hard cash would make for an uncomfortable night's sleep. The AP reports a 28-year-old Brazilian man was arrested this week in Massachusetts after authorities found about $20 million hidden in a box spring. The arrest of Cleber Rene Rizerio Rocha is connected to an investigation into TelexFree, an alleged pyramid scheme, according to Reuters. Authorities say TelexFree was originally created to swindle Brazilian immigrants but ended up taking $1.8 billion from nearly 1 million people around the world. Authorities say Rocha, acting as a courier for the nephew of TelexFree's founder, delivered a suitcase containing $2.2 million to a cooperating witness. They then followed him to an apartment where they found $20 million more under a mattress. He's been charged with conspiring to commit money laundering.","– A Brazilian man was arrested in Massachusetts this week for allegedly laundering $20 million linked to a $1.76 billion Ponzi scheme, Reuters reports. According to the AP, 28-year-old Cleber Rene Rizerio Rocha flew from Brazil to New York on Dec. 31 and met with a cooperating witness at a restaurant in Hudson, Mass. He gave him a suitcase containing $2.2 million. Federal agents followed Rocha to an apartment in Westborough and found a ""substantial amount of cash"" hidden under a mattress. Rocha was charged with conspiring to commit money laundering. TelexFree was a Massachusetts-based company that sold voice-over-internet telephone service and was founded by James Merrill, a US citizen, and Carlos Wanzeler, a Brazilian. Prosecutors say the company was a massive pyramid scheme, making little to no money selling its service while taking in millions of dollars from thousands of people who paid to sign up to be ""promoters"" and post ads online for it. It filed for bankruptcy in April 2014 owing $5 billion to its participants, prosecutors say. WanzelER fled to his native Brazil and could not be found."
2791,"– President Obama today reiterated his opposition to a Senate bill that would slap sanctions on China for manipulating its currency to make its exports cheaper for the US. “I think we've got a strong case to make,” he said. “But we just have to make sure that we do it in a way that's going to be effective.” John Boehner last week called the bill “dangerous,” and Eric Cantor said he wanted to hear from the White House before deciding whether to bring it to the House floor, the Hill reports. House Democrats, meanwhile, are under increasing pressure to pass the bill, which is poised to clear the Senate soon. Democratic leaders in the Senate are expected to roundly criticize the House if it does not act on what they are calling a major jobs bill. The currency measure could become a leading issue on the campaign trail in 2012, and anxious Republican rank-and-file members have said they will buck Speaker John Boehner if necessary. One Midwest GOP lawmaker told the Hill, “I’ll sign it ... and others will sign it, if the president agrees to sign the bill.” The Senate bill has cleared two procedural hurdles and is expected to pass soon.","– House Democrats have enough signatures to force a floor vote on a bipartisan bill calling for China to let its currency rise in value against the US dollar. They need 218 to do so, but Republicans have warned them against signing. “I’ll sign it ... and others will sign it, if the president agrees to sign the bill,” says one Midwest GOP lawmaker, according to the Hill. John Boehner has called the bill ""dangerous,"" but 99 House Republicans voted for such a bill last year in the Democratic-controlled House. Boehner has the option of moving the bill that's different from the Senate version, putting the onus on the White House to negotiate a deal. But even if he does move the bill, it's highly unlikely he'd get it through the House, given the GOP's opposition to legislation that could hurt the economy. Democrats are expected to roundly criticize the House if it does not act on what they are calling a major jobs bill, the Hill reports. The currency measure could become a leading issue on the campaign trail in 2012, and anxious Republican rank-and-file members have said they will buck Boehner if necessary.",,,
1510,"– Ian ""Lemmy"" Kilmister, the Motrhead frontman better known as the "" loudest man in rock and roll,"" has died of cancer at the age of 70, according to the band's Facebook page. ""We cannot begin to express our shock and sadness, there aren't words,"" the post reads. "" play Motrheads loud, play Hawkwind loud. play Lemmy's music LOUD. Have a drink or few."" Born in England in 1945, Lemmy started out as a roadie for Hendrix before joining space rockers Hawkwind in 1972, the CBC reports. He would go on to form MotrHEAD in 1975 after being kicked out of Hawkwind following a drug bust in Canada. The heavy metal band would hit No. 1 in Britain and No. 2 in the US with its live classic ""No Sleep 'til Hammersmith."" ""I'm still looking in a sort of languorous, morbid way,"" he told the Times in 2007. ""But I probably missed her while I was on the road or something. It hasn't changed in 61 years, so it's probably not going to happen now."" Lemmy had been battling an undisclosed kind of cancer for the past few years. Earlier this year, he was forced to cancel shows when he suffered a gastric illness. ""It was a mental block,"" he said. ""First time I've ever sung Jimi of Spades to it, though. We did it the night before and it was f---ing terrible, and I swore I'd never do it again. Obviously.""","– Ian ""Lemmy"" Kilmister, the Motrhead frontman better known as the "" loudest man in rock and roll,"" has died of cancer at the age of 70, according to the band's Facebook page. ""We cannot begin to express our shock and sadness, there aren't words,"" the post reads. "" play Motrheads loud, play Hawkwind loud. play Lemmy's music LOUD. Have a drink or few."" Born in England in 1945, Lemmy started out as a roadie for Jimi Hendrix before joining space rockers Hawkwind in 1972, the CBC reports. He would go on to form MotrHEAD in 1975 after being kicked out of Hawkwind following a drug bust in Canada. The heavy metal band would hit No. 1 in Britain and No. 2 in the US with its live classic ""No Sleep 'til Hammersmith."" ""I'm still looking in a sort of languorous, morbid way,"" he told the Times in 2007. ""But I probably missed her while I was on the road or something. It hasn't changed in 61 years, so it's probably not going to happen now."" In 2013, Lemmy underwent surgery to implant a cardioverter-defibrillator into his chest.",,,
420,"– If you've ever wondered what it's like to be tracked at Disney World, you're in luck. The Walt Disney Co. has announced that it will start using facial recognition technology to track ""every move"" made by guests at Disney parks, including Epcot, Disney World's Animal Kingdom, and Disney World in Florida, the Wall Street Journal reports. The technology, which will be rolled out over the next few months, will allow Disney to determine the age and gender of each guest who walks into one of the parks, as well as whether they've eaten at a Disney restaurant, ridden a Disney ride, or visited a Disney attraction. Disney says the technology will also be used to determine if a guest has changed clothes or taken off an item of clothing during the day. The company says the facial recognition system will be cheaper and easier to use than clothing recognition, which can be expensive and inaccurate if guests are wearing sunglasses or hats, the New York Daily News reports. In a blog post, Disney says that while facial recognition systems ""require cameras that are visible to the person,"" clothing recognition will be more reliable because ""many guests have similar attire, and will change their clothing throughout the day, such as putting on or taking off a jacket or sweater."" Disney has been granted a patent for a system and method ""using foot recognition to create a customized guest experience,"" WFTV reports.","– Starting this summer, Disney visitors will be able to register for rides and other attractions using their shoes. In a blog post, the company explains that the technology allows Disney to "" tailor certain experiences for the guest."" For example, a person's shoes may vary widely in appearance and color, as well as lower leg data, tread wear, and foot size. Disney says the system can also use additional information, such as a guest's height, weight, and shoe size. The blog post notes that Disney has rejected other technologies that could be used to track guests, including retinal and fingerprint scanning, which Disney says are ""invasive, obtrusive, and inaccurate if guests are wearing certain accessories such as sunglasses or hats."" Disney says it has no plans to use clothing recognition, as ""those systems require cameras that are visible to the person."" However, WFTV reports, Disney has been granted a patent for a system and method ""using foot recognition to create a customized guest experience."" The patent would involve a robot or mobile scanning mechanism that would use a foot scanner to take depth information and a camera to take appearance information of aguest's foot and use that data to determine various factors like the most popular rides and common paths guests take from ride to ride. The Orlando Sentinel notes that this is just a patent and Disney files many patent that may or may not become a real.",,,
2068,"– A Muslim man beaten by a mob that accused him of transporting cows for slaughter has died in western India, reports the AP, in the latest violence by Hindu vigilante groups enraged over treatment of the animal they consider sacred. Pehlu Khan died late yesterday of injuries sustained when he and 14 other men were brutally beaten three days earlier in Rajasthan state, police said. Hindus, who form 80% of India's 1.3 billion population, consider cows to be sacred and for many eating beef is taboo. In many Indian states, the slaughtering of cows and selling of beef is either restricted or banned. The men had bought the dairy cows at a cattle fair and were taking them home in neighboring Haryana state when the mob stopped the trucks, pulled out the men, and beat them, says a police officer. Indian television channels broadcast video of the men being beaten with sticks and iron rods. No arrests have been made.","– A Muslim man beaten by a mob that accused him of transporting cows for slaughter has died in western India, reports the AP, in the latest violence by Hindu vigilante groups enraged over treatment of the animal they consider sacred. Pehlu Khan died late yesterday of injuries sustained when he and 14 other men were brutally beaten three days earlier in Rajasthan state, police said. Hindus, who form 80% of India's 1.3 billion population, consider cows to be sacred and for many eating beef is taboo. In many Indian states, the slaughtering of cows and selling of beef is either restricted or banned. The men had bought the dairy cows at a cattle fair and were taking them home in neighboring Haryana state when the mob stopped the trucks, pulled out the men, and beat them, says a police officer. Indian television channels broadcast video of the men being beaten with sticks and iron rods. No arrests have been made.",,,
3913,"– White House chief of staff John Kelly told Veterans Affairs Secretary David Shulkin over the weekend that he was no longer the ""best person"" to lead the department, sources tell the Washington Post and the AP. Sources say the White House is looking at around half a dozen candidates to replace Shulkin, including former Concerned Veterans for America CEO Pete Hegseth. Shulkin has been under fire from within the VA for being too moderate to push Trump's agenda of expanding access to private doctors and firing bad employees. The White House has also been investigating allegations that Shulkin asked his security detail to accompany him to a Home Depot store and take furniture and other items from the store, the sources say.","– White House chief of staff John Kelly has told Veterans Affairs Secretary David Shulkin that he is no longer welcome at the White House, sources tell the New York Times and the AP. The sources say Kelly told Shulkin over the weekend that he has become ""increasingly frustrated"" with his inability to push Trump's agenda at the VA, which provides health care to 9 million veterans. The Times' sources say White House aides have been trying to convince Shulkin to resign for weeks, but he has refused. The White House is considering around half a dozen candidates to replace Shulkin, including Fox & Friends contributor Pete Hegseth, former Army Lt. Gen. Keith Kellogg, former House Veterans Affairs Committee Chairman Jeff Miller, former Cleveland Clinic CEO Toby Cosgrove, and Leo Mackay Jr., a former VA deputy secretary who is now senior vice president at Lockheed Martin Corp.",,,
934,"– Three years after the Mumbai terror attacks that left 165 people dead, Indian police have arrested a man they say was the ""handler"" of the 10 gunmen who stormed the city. Sayed Zabiuddin Ansari, also known as Abu Jindal, was arrested June 21 in India from a Gulf country, the Times of India reports. The 30-year-old reportedly taught the gunmen how to speak Hindi and told them the ""attack was a trailer and the entire movie was yet to come."" The lone surviving attacker, Mohammad Ajmal Amir Qasab, was convicted of murder and waging war on India in 2010 and given a death sentence.","– Three years after the Mumbai terror attacks that left 165 people dead, Indian police have arrested a man they say was the ""handler"" of the 10 gunmen who stormed the city. Sayed Zabiuddin Ansari, also known as Abu Jindal, was arrested June 21 in India from a Gulf country, the Times of India reports. The 30-year-old reportedly taught the gunmen how to speak Hindi and told them the ""attack was a trailer and the entire movie was yet to come."" The lone surviving attacker, Mohammad Ajmal Amir Qasab, was convicted of murder and waging war on India in 2010 and given a death sentence.",,,
535,"– Scientists think they've figured out what caused the biggest eruption in Yellowstone National Park's history, a 631,000-year-old supereruption that sent vast amounts of rock, dust, and volcanic ash over parts of the US and Canada. ""If something like this happened today, it would be catastrophic,"" Arizona State University geologist Hannah Shamloo tells National Geographic. ""We want to understand what triggers these eruptions, so we can set up warning systems. That's the big-picture goal."" Shamloo and her team discovered crystals of feldspar embedded in a rock formation known as the Lava Creek Tuff outside the park. These crystals, called phenocrysts, form as magma cools slowly beneath the volcano. They were too large to have formed when hot material was flung up during the eruption, but grew gradually in Yellowstone's magma chamber. As the surrounding temperature, pressure, and water content changed, trace elements surrounding the crystals also changed and became incorporated into subsequent layers. ""There are multiple ways to trigger an eruption,"" Shamloo says, ""but as of now, we're seeing evidence for a magma injection."" The team presented their findings at the American Geophysical Union's Fall Meeting in San Francisco on Dec. 13.","– ""It's shocking how little time is required to take a volcanic system from being quiet and sitting there to the edge of an eruption."" That's Hannah Shamloo's take on the last super-eruption at Yellowstone National Park, which happened 631,000 years ago—and it's one that scientists have yet to fully understand. ""We want to understand what triggers these eruptions, so we can set up warning systems,"" Shamloo, a geologist at Arizona State University, tells the New York Times. ""That's the big-picture goal."" To that end, Shamloo and a colleague presented evidence at the IAVCEI 2017 conference in Portland, Ore., this month that such eruptions only need a few decades of gestation before exploding. To study this, the researchers examined two types of crystals known as phenocrysts, which form when magma cools under a volcano. Varying between 1 and 2 millimeters each, these crystals are too large to have formed during the heat of an explosion. Instead, they grew gradually over time in Yellowstone's magma chamber, each crystal beginning with a core that slowly and steadily enlarged outward, layer upon layer. As surrounding magma conditions changed, trace elements surrounding the growing pheno crysts were recorded. The researchers believe the magma chamber had the same bulk composition as the one that erupted the Lava Creek Tuff, but the water content was much lower: 5% water by weight, 5 times that of an older eruption from the Long Valley Caldera that produced the Bishop Tuff. ""There are multiple ways to trigger an eruption, but as of now, we're seeing evidence for a magma injection,"" says Shamloo.",,,
3282,"– If you're worried about your child's ears, Consumerist has some advice: Don't buy him a pair of earbuds. The site tested a number of noise-blocking headphones and found that they don't work as well as advertised, even if they come with a built-in amplifier. It's all about volume, explains the site, which uses a technique known as ""spliced water pipe."" Basically, a piece of water pipe is spliced onto an end of a speaker, which reduces the amount of water that flows through it. However, you can increase the pressure going through the pipe to get it back to its original level. So what to do? Consumerist used an iPhone as its source, because ""the loudest source most will encounter ... is the iPhone's"" internal amplifiers. It also tested other sources, including video game consoles and home theater receivers, but found they didn't ""perform with any volume limit."" Still, the site notes that ""most of these headphones will play louder with a headphone amp is largely irrelevant. ... In any case, such devices would likely be used by older kids with hearing loss."" Wired has a list of the best kids' headphones, including the Puro IEM200, which blocks 99% of everyday household noise, including car exhaust and construction noise.","– If you've got a toddler on your hands and you want to make sure he or she doesn't get too loud while listening to the radio, the Wirecutter has some advice: Don't buy kids' headphones. The site tested a range of models and found that almost all of them exceeded the World Health Organization's 85 decibel workplace limit, which is designed to protect workers' ears from too much noise. Wired reports that the Puro Bluetooth headphones, which come with a built-in battery, were the best for kids ages 3 to 11, while the JBuddies Studio ($29.99) was the best choice for older kids. The testers also looked at the models' ability to reduce ambient noise. The Puro's cord is wired, so if it's plugged in the wrong way, ""it’ll play really loud,"" says an audio expert who helped test all the headphones. ""If they are using it in Bluetooth mode, it’s impossible to make too loud."" Wired also notes that some of the models failed to meet the 85 decibel limit when plugged in via an electrical outlet.",,,
